ID,RO_ID,RA_FILE_DETAILS_ID,RA_ROSTER_DETAILS_ID,RA_PLM_RO_PROF_DATA_ID,SRC_SYS,ORG_NM,CNT_STATE,LOB,RUN_NO,FILE_STATUS_CD,LATEST_STAGE_NM,PRE_PROCESSING_DURATION,MAPPING_APROVAL_DURATION,ISF_GEN_DURATION,DART_GEN_DURATION,DART_REVIEW_DURATION,DART_UI_VALIDATION_DURATION,SPS_LOAD_DURATION,AVG_PRE_PROCESSING_DURATION,AVG_MAPPING_APROVAL_DURATION,AVG_ISF_GEN_DURATION,AVG_DART_GEN_DURATION,AVG_DART_REVIEW_DURATION,AVG_DART_UI_VALIDATION_DURATION,AVG_SPS_LOAD_DURATION,PRE_PROCESSING_HEALTH,MAPPING_APROVAL_HEALTH,ISF_GEN_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,DART_UI_VALIDATION_HEALTH,SPS_LOAD_HEALTH,IS_STUCK,IS_FAILED,FAILURE_STATUS
102,RO_1101,F_2101,R_3101,P_4101,Salesforce,Mayo Clinic,KS,Medicaid FFS,2,30,STOPPED,23,7,21,77,20,18,6,10,5,15,20,25,12,10,Green,Red,Green,Green,Yellow,Yellow,Red,1,1,Missing NPI
103,RO_1102,F_2102,R_3102,P_4102,ProviderGroup,Cleveland Clinic,KS,Medicaid FFS,2,79,DART_UI_VALIDATION,11,12,17,16,36,0,4,10,5,15,20,25,12,10,Yellow,Yellow,Green,Green,Green,Yellow,Yellow,0,1,Duplicate Record
104,RO_1103,F_2103,R_3103,P_4103,AvailityPDM,MercyOne Medical Group,CA,Medicaid FFS,4,91,MAPPING_APPROVAL,20,11,20,58,26,15,3,10,5,15,20,25,12,10,Yellow,Red,Red,Yellow,Green,Yellow,Red,0,1,Missing NPI
105,RO_1104,F_2104,R_3104,P_4104,AvailityPDM,Massachusetts General,CA,Medicare HMO,2,51,PRE_PROCESSING,2,6,26,18,28,11,3,10,5,15,20,25,12,10,Green,Green,Green,Yellow,Yellow,Green,Yellow,0,0,
106,RO_1105,F_2105,R_3105,P_4105,ProviderGroup,Cedars-Sinai Medical Care Foundation,KS,Medicaid Managed Care,2,63,ISF_GEN,15,6,8,45,19,7,2,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Yellow,Green,Red,1,0,
107,RO_1106,F_2106,R_3106,P_4106,ProviderGroup,Cedars-Sinai Medical Care Foundation,KS,Medicaid FFS,2,98,RESOLVED,14,11,9,10,24,15,2,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Red,Red,Green,0,0,
108,RO_1107,F_2107,R_3107,P_4107,AvailityPDM,Cedars-Sinai Medical Care Foundation,CA,Medicare HMO,4,52,ISF_GEN,20,9,9,19,5,0,14,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Yellow,Red,Green,1,0,
109,RO_1108,F_2108,R_3108,P_4108,ProviderGroup,Cedars-Sinai Medical Care Foundation,CA,Medicare HMO,2,38,SPS_LOAD,22,6,13,45,35,3,12,10,5,15,20,25,12,10,Yellow,Yellow,Green,Green,Red,Green,Green,0,1,Duplicate Record
110,RO_1109,F_2109,R_3109,P_4109,Salesforce,Johns Hopkins Hospital,KS,Medicaid Managed Care,3,97,MAPPING_APPROVAL,11,12,21,55,1,9,13,10,5,15,20,25,12,10,Yellow,Green,Green,Yellow,Yellow,Red,Yellow,0,0,
111,RO_1110,F_2110,R_3110,P_4110,Demographic,Cedars-Sinai Medical Care Foundation,CA,Medicaid FFS,4,88,DART_REVIEW,3,13,17,41,21,10,10,10,5,15,20,25,12,10,Green,Yellow,Yellow,Red,Yellow,Yellow,Yellow,1,1,Invalid Taxonomy
112,RO_1111,F_2111,R_3111,P_4111,Salesforce,Cleveland Clinic,CA,Medicaid FFS,3,79,DART_GEN,17,13,6,66,31,16,5,10,5,15,20,25,12,10,Red,Yellow,Yellow,Yellow,Yellow,Green,Green,0,0,
113,RO_1112,F_2112,R_3112,P_4112,AvailityPDM,MercyOne Medical Group,CA,Commercial PPO/EPO,4,30,DART_GEN,12,2,17,93,15,6,9,10,5,15,20,25,12,10,Green,Yellow,Green,Red,Yellow,Yellow,Yellow,0,1,Missing NPI
114,RO_1113,F_2113,R_3113,P_4113,ProviderGroup,UCSF Medical Center,CA,Medicaid FFS,2,51,MAPPING_APPROVAL,24,2,26,57,17,11,2,10,5,15,20,25,12,10,Green,Green,Red,Green,Red,Yellow,Red,0,0,
115,RO_1114,F_2114,R_3114,P_4114,Demographic,Norton Hospitals,NY,Medicaid Managed Care,3,81,SPS_LOAD,21,13,25,47,4,6,2,10,5,15,20,25,12,10,Yellow,Red,Green,Yellow,Red,Green,Red,1,0,
116,RO_1115,F_2115,R_3115,P_4115,AvailityPDM,Northwestern Memorial,NY,Medicare HMO,4,5,DART_GEN,15,5,27,103,35,11,12,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Green,Green,Red,0,0,
117,RO_1116,F_2116,R_3116,P_4116,ProviderGroup,UCSF Medical Center,NY,Medicaid Managed Care,1,29,RESOLVED,16,4,23,36,29,14,6,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Green,Green,Red,0,1,Complete Validation Failure
118,RO_1117,F_2117,R_3117,P_4117,Demographic,UCSF Medical Center,KS,Medicaid FFS,2,4,DART_GEN,5,11,7,112,18,1,13,10,5,15,20,25,12,10,Red,Green,Red,Yellow,Red,Red,Red,0,0,
119,RO_1118,F_2118,R_3118,P_4118,Demographic,Cleveland Clinic,CA,Medicare HMO,4,10,DART_UI_VALIDATION,20,2,14,59,22,13,10,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Red,Green,Yellow,0,1,Duplicate Record
120,RO_1119,F_2119,R_3119,P_4119,ProviderGroup,Cedars-Sinai Medical Care Foundation,NY,Medicaid Managed Care,1,56,MAPPING_APPROVAL,6,3,6,44,33,12,2,10,5,15,20,25,12,10,Green,Green,Green,Green,Yellow,Green,Yellow,1,1,Duplicate Record
121,RO_1120,F_2120,R_3120,P_4120,Demographic,Johns Hopkins Hospital,CA,Medicaid FFS,4,17,SPS_LOAD,19,7,17,34,12,3,12,10,5,15,20,25,12,10,Yellow,Green,Red,Yellow,Yellow,Yellow,Red,0,1,Address Mismatch
122,RO_1121,F_2121,R_3121,P_4121,AvailityPDM,Cleveland Clinic,NY,Medicaid FFS,1,74,PRE_PROCESSING,5,8,23,37,28,13,4,10,5,15,20,25,12,10,Yellow,Green,Yellow,Green,Red,Green,Green,0,0,
123,RO_1122,F_2122,R_3122,P_4122,ProviderGroup,Johns Hopkins Hospital,KS,Medicaid FFS,2,17,MAPPING_APPROVAL,3,12,21,24,35,13,6,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Yellow,Red,Yellow,1,1,Invalid Taxonomy
124,RO_1123,F_2123,R_3123,P_4123,Salesforce,Norton Hospitals,KS,Commercial PPO/EPO,3,84,STOPPED,1,13,25,13,21,15,5,10,5,15,20,25,12,10,Yellow,Red,Red,Yellow,Green,Red,Green,0,1,Complete Validation Failure
125,RO_1124,F_2124,R_3124,P_4124,AvailityPDM,Mayo Clinic,NY,Commercial PPO/EPO,1,88,RESOLVED,6,6,18,36,35,6,1,10,5,15,20,25,12,10,Yellow,Green,Red,Red,Red,Yellow,Red,0,0,
126,RO_1125,F_2125,R_3125,P_4125,AvailityPDM,Northwestern Memorial,KS,Commercial PPO/EPO,4,69,STOPPED,15,11,16,35,8,18,6,10,5,15,20,25,12,10,Green,Yellow,Green,Yellow,Yellow,Green,Red,0,0,
127,RO_1126,F_2126,R_3126,P_4126,ProviderGroup,Mayo Clinic,CA,Medicare HMO,2,34,ISF_GEN,2,5,25,28,38,1,1,10,5,15,20,25,12,10,Red,Red,Yellow,Yellow,Green,Green,Red,0,0,
128,RO_1127,F_2127,R_3127,P_4127,ProviderGroup,Cleveland Clinic,CA,Medicaid Managed Care,1,6,RESOLVED,3,13,16,26,18,9,3,10,5,15,20,25,12,10,Red,Green,Yellow,Green,Red,Red,Green,0,0,
129,RO_1128,F_2128,R_3128,P_4128,Demographic,Cedars-Sinai Medical Care Foundation,KS,Medicare HMO,4,53,PRE_PROCESSING,17,1,15,52,37,17,10,10,5,15,20,25,12,10,Green,Green,Green,Red,Red,Green,Red,0,0,
130,RO_1129,F_2129,R_3129,P_4129,AvailityPDM,Northwestern Memorial,CA,Medicare HMO,4,66,STOPPED,24,8,11,50,5,16,5,10,5,15,20,25,12,10,Red,Yellow,Red,Red,Red,Red,Green,0,1,Complete Validation Failure
131,RO_1130,F_2130,R_3130,P_4130,Demographic,UCSF Medical Center,NY,Medicaid FFS,4,77,PRE_PROCESSING,12,3,8,51,14,4,14,10,5,15,20,25,12,10,Red,Yellow,Yellow,Green,Yellow,Yellow,Green,0,0,
132,RO_1131,F_2131,R_3131,P_4131,AvailityPDM,Kaiser Permanente,NY,Medicaid FFS,1,43,STOPPED,18,6,23,59,19,11,10,10,5,15,20,25,12,10,Red,Red,Green,Red,Yellow,Green,Yellow,1,0,
133,RO_1132,F_2132,R_3132,P_4132,AvailityPDM,MercyOne Medical Group,NY,Medicare HMO,1,75,SPS_LOAD,15,3,5,49,8,5,13,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Green,Yellow,Red,0,1,Address Mismatch
134,RO_1133,F_2133,R_3133,P_4133,Salesforce,Massachusetts General,CA,Medicaid Managed Care,1,23,RESOLVED,12,7,28,48,31,8,5,10,5,15,20,25,12,10,Yellow,Yellow,Red,Green,Yellow,Yellow,Red,0,0,
135,RO_1134,F_2134,R_3134,P_4134,AvailityPDM,Kaiser Permanente,NY,Commercial PPO/EPO,3,55,STOPPED,16,13,7,32,3,19,13,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Yellow,Green,Yellow,0,1,Invalid Taxonomy
136,RO_1135,F_2135,R_3135,P_4135,Demographic,Cedars-Sinai Medical Care Foundation,KS,Medicare HMO,1,80,ISF_GEN,8,14,17,61,17,0,10,10,5,15,20,25,12,10,Red,Green,Red,Red,Red,Green,Green,1,0,
137,RO_1136,F_2136,R_3136,P_4136,Demographic,Cleveland Clinic,NY,Medicare HMO,1,95,ISF_GEN,14,7,19,56,4,14,6,10,5,15,20,25,12,10,Yellow,Green,Red,Green,Green,Red,Red,0,0,
138,RO_1137,F_2137,R_3137,P_4137,Salesforce,UCSF Medical Center,CA,Medicaid Managed Care,1,75,ISF_GEN,17,12,6,72,19,5,12,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Red,Green,Red,0,0,
139,RO_1138,F_2138,R_3138,P_4138,Demographic,Cleveland Clinic,CA,Medicaid Managed Care,3,16,MAPPING_APPROVAL,21,9,15,78,22,18,10,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Yellow,Red,Yellow,0,0,
140,RO_1139,F_2139,R_3139,P_4139,ProviderGroup,Cedars-Sinai Medical Care Foundation,NY,Medicare HMO,1,8,SPS_LOAD,8,5,8,52,10,17,8,10,5,15,20,25,12,10,Green,Green,Green,Yellow,Red,Red,Red,0,0,
141,RO_1140,F_2140,R_3140,P_4140,Salesforce,Mayo Clinic,KS,Medicaid FFS,4,4,DART_UI_VALIDATION,15,8,23,57,36,5,5,10,5,15,20,25,12,10,Red,Green,Yellow,Yellow,Yellow,Green,Green,0,1,Duplicate Record
142,RO_1141,F_2141,R_3141,P_4141,Demographic,Northwestern Memorial,KS,Medicaid FFS,1,4,STOPPED,14,10,21,43,21,12,14,10,5,15,20,25,12,10,Green,Red,Red,Red,Red,Yellow,Red,0,0,
143,RO_1142,F_2142,R_3142,P_4142,Demographic,Kaiser Permanente,KS,Medicare HMO,4,56,SPS_LOAD,18,10,7,49,3,0,11,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Green,Red,Red,0,1,Complete Validation Failure
144,RO_1143,F_2143,R_3143,P_4143,ProviderGroup,Johns Hopkins Hospital,CA,Medicaid FFS,4,25,SPS_LOAD,20,8,22,70,28,12,1,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Green,Green,Yellow,1,0,
145,RO_1144,F_2144,R_3144,P_4144,Salesforce,UCSF Medical Center,KS,Medicaid Managed Care,4,67,DART_GEN,7,1,12,73,33,6,5,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Red,Red,Red,0,0,
146,RO_1145,F_2145,R_3145,P_4145,ProviderGroup,Northwestern Memorial,CA,Commercial PPO/EPO,3,96,DART_REVIEW,3,12,26,76,12,14,3,10,5,15,20,25,12,10,Yellow,Red,Yellow,Green,Green,Red,Yellow,0,0,
147,RO_1146,F_2146,R_3146,P_4146,Salesforce,Northwestern Memorial,NY,Medicaid Managed Care,3,67,SPS_LOAD,12,5,29,71,8,11,4,10,5,15,20,25,12,10,Yellow,Red,Yellow,Red,Red,Red,Green,0,0,
148,RO_1147,F_2147,R_3147,P_4147,Salesforce,UCSF Medical Center,NY,Commercial PPO/EPO,3,27,DART_UI_VALIDATION,21,3,28,67,30,0,13,10,5,15,20,25,12,10,Green,Green,Yellow,Green,Red,Red,Yellow,0,1,Missing NPI
149,RO_1148,F_2148,R_3148,P_4148,AvailityPDM,Norton Hospitals,CA,Medicare HMO,1,93,DART_REVIEW,24,1,23,42,6,14,8,10,5,15,20,25,12,10,Green,Green,Red,Yellow,Red,Red,Yellow,0,1,Network Gap
150,RO_1149,F_2149,R_3149,P_4149,Demographic,Northwestern Memorial,CA,Medicare HMO,4,32,RESOLVED,3,4,9,25,3,3,7,10,5,15,20,25,12,10,Yellow,Yellow,Red,Yellow,Yellow,Red,Yellow,0,1,Network Gap
151,RO_1150,F_2150,R_3150,P_4150,Demographic,Mayo Clinic,NY,Commercial PPO/EPO,3,50,ISF_GEN,20,8,11,57,18,12,11,10,5,15,20,25,12,10,Red,Green,Red,Green,Red,Green,Red,0,0,
152,RO_1151,F_2151,R_3151,P_4151,AvailityPDM,Norton Hospitals,NY,Medicaid FFS,3,61,ISF_GEN,14,3,25,19,29,4,5,10,5,15,20,25,12,10,Green,Red,Red,Yellow,Red,Yellow,Yellow,0,0,
153,RO_1152,F_2152,R_3152,P_4152,ProviderGroup,MercyOne Medical Group,CA,Medicare HMO,1,51,SPS_LOAD,15,10,12,47,30,1,2,10,5,15,20,25,12,10,Yellow,Red,Green,Yellow,Green,Red,Yellow,0,0,
154,RO_1153,F_2153,R_3153,P_4153,AvailityPDM,Mayo Clinic,NY,Commercial PPO/EPO,3,19,STOPPED,14,2,9,28,34,0,6,10,5,15,20,25,12,10,Green,Green,Red,Yellow,Red,Yellow,Yellow,0,1,Invalid Taxonomy
155,RO_1154,F_2154,R_3154,P_4154,Demographic,Mayo Clinic,NY,Medicaid FFS,1,21,DART_REVIEW,7,11,21,45,20,15,11,10,5,15,20,25,12,10,Green,Yellow,Green,Green,Red,Yellow,Red,0,0,
156,RO_1155,F_2155,R_3155,P_4155,Demographic,Cleveland Clinic,KS,Commercial PPO/EPO,2,5,STOPPED,17,9,9,68,30,5,6,10,5,15,20,25,12,10,Green,Yellow,Red,Green,Green,Green,Red,0,0,
157,RO_1156,F_2156,R_3156,P_4156,AvailityPDM,Cleveland Clinic,KS,Medicare HMO,3,82,DART_UI_VALIDATION,12,10,8,72,18,15,10,10,5,15,20,25,12,10,Red,Green,Yellow,Yellow,Green,Red,Green,0,0,
158,RO_1157,F_2157,R_3157,P_4157,AvailityPDM,Norton Hospitals,NY,Medicare HMO,2,92,STOPPED,20,5,26,55,30,13,10,10,5,15,20,25,12,10,Red,Green,Red,Green,Red,Green,Yellow,0,0,
159,RO_1158,F_2158,R_3158,P_4158,AvailityPDM,MercyOne Medical Group,NY,Medicaid Managed Care,1,42,DART_GEN,4,14,23,75,31,2,14,10,5,15,20,25,12,10,Yellow,Red,Green,Green,Red,Green,Red,0,0,
160,RO_1159,F_2159,R_3159,P_4159,Demographic,MercyOne Medical Group,KS,Commercial PPO/EPO,4,61,DART_GEN,9,7,25,102,1,14,11,10,5,15,20,25,12,10,Red,Red,Red,Yellow,Red,Yellow,Green,1,0,
161,RO_1160,F_2160,R_3160,P_4160,AvailityPDM,Northwestern Memorial,NY,Medicaid FFS,3,22,DART_GEN,6,11,6,111,9,2,6,10,5,15,20,25,12,10,Red,Red,Red,Red,Green,Green,Yellow,0,1,Complete Validation Failure
162,RO_1161,F_2161,R_3161,P_4161,AvailityPDM,Johns Hopkins Hospital,CA,Medicare HMO,1,21,DART_REVIEW,16,11,15,60,1,1,14,10,5,15,20,25,12,10,Green,Yellow,Yellow,Yellow,Red,Green,Yellow,0,1,Address Mismatch
163,RO_1162,F_2162,R_3162,P_4162,ProviderGroup,Cedars-Sinai Medical Care Foundation,NY,Medicaid Managed Care,4,70,DART_UI_VALIDATION,22,2,26,15,1,0,9,10,5,15,20,25,12,10,Yellow,Green,Green,Red,Red,Yellow,Yellow,0,0,
164,RO_1163,F_2163,R_3163,P_4163,AvailityPDM,MercyOne Medical Group,NY,Medicaid Managed Care,4,1,ISF_GEN,22,9,17,48,23,8,11,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Green,Green,Green,0,0,
165,RO_1164,F_2164,R_3164,P_4164,Demographic,Norton Hospitals,CA,Medicaid FFS,2,5,ISF_GEN,21,13,19,69,16,8,8,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Yellow,Green,Red,0,0,
166,RO_1165,F_2165,R_3165,P_4165,ProviderGroup,Cedars-Sinai Medical Care Foundation,KS,Medicare HMO,1,12,STOPPED,21,9,16,37,31,6,8,10,5,15,20,25,12,10,Green,Red,Yellow,Yellow,Red,Green,Green,1,1,Complete Validation Failure
167,RO_1166,F_2166,R_3166,P_4166,Salesforce,UCSF Medical Center,NY,Medicaid Managed Care,4,90,STOPPED,2,4,26,63,15,2,1,10,5,15,20,25,12,10,Yellow,Green,Yellow,Green,Green,Green,Green,0,1,Duplicate Record
168,RO_1167,F_2167,R_3167,P_4167,Demographic,Kaiser Permanente,KS,Medicaid FFS,3,46,DART_UI_VALIDATION,24,4,25,46,15,17,5,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Green,Yellow,Red,1,1,Network Gap
169,RO_1168,F_2168,R_3168,P_4168,Demographic,Johns Hopkins Hospital,KS,Medicaid FFS,3,34,MAPPING_APPROVAL,8,6,26,18,38,10,7,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Red,Green,Green,1,1,Invalid Taxonomy
170,RO_1169,F_2169,R_3169,P_4169,Salesforce,Johns Hopkins Hospital,NY,Commercial PPO/EPO,2,49,DART_UI_VALIDATION,11,10,15,65,30,6,6,10,5,15,20,25,12,10,Red,Green,Yellow,Red,Red,Green,Green,0,0,
171,RO_1170,F_2170,R_3170,P_4170,Demographic,Massachusetts General,NY,Commercial PPO/EPO,4,78,STOPPED,13,10,11,68,23,8,5,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Yellow,Green,Yellow,Green,0,1,Missing NPI
172,RO_1171,F_2171,R_3171,P_4171,Salesforce,Cleveland Clinic,KS,Medicare HMO,1,90,RESOLVED,17,10,9,11,0,0,8,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Green,Green,Red,0,0,
173,RO_1172,F_2172,R_3172,P_4172,Salesforce,MercyOne Medical Group,NY,Medicaid Managed Care,3,45,SPS_LOAD,8,6,21,70,10,13,3,10,5,15,20,25,12,10,Green,Red,Red,Red,Yellow,Red,Green,0,0,
174,RO_1173,F_2173,R_3173,P_4173,Demographic,Cleveland Clinic,NY,Medicaid Managed Care,4,27,STOPPED,21,12,28,67,20,19,6,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Green,Red,Green,1,1,Complete Validation Failure
175,RO_1174,F_2174,R_3174,P_4174,AvailityPDM,Mayo Clinic,KS,Commercial PPO/EPO,4,73,DART_REVIEW,18,1,24,69,3,5,5,10,5,15,20,25,12,10,Yellow,Yellow,Red,Green,Green,Green,Red,0,0,
176,RO_1175,F_2175,R_3175,P_4175,AvailityPDM,Cleveland Clinic,KS,Medicare HMO,2,26,SPS_LOAD,18,14,13,49,6,6,8,10,5,15,20,25,12,10,Red,Red,Green,Green,Red,Green,Yellow,1,0,
177,RO_1176,F_2176,R_3176,P_4176,Salesforce,Northwestern Memorial,CA,Medicaid Managed Care,3,47,PRE_PROCESSING,14,14,18,45,25,9,4,10,5,15,20,25,12,10,Green,Green,Red,Red,Red,Green,Red,0,0,
178,RO_1177,F_2177,R_3177,P_4177,ProviderGroup,Northwestern Memorial,NY,Medicaid FFS,3,86,STOPPED,15,9,16,46,11,6,8,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Yellow,Red,Yellow,1,0,
179,RO_1178,F_2178,R_3178,P_4178,Salesforce,Cedars-Sinai Medical Care Foundation,CA,Medicaid FFS,1,56,MAPPING_APPROVAL,6,2,10,27,30,1,10,10,5,15,20,25,12,10,Red,Green,Green,Red,Green,Green,Green,1,1,Network Gap
180,RO_1179,F_2179,R_3179,P_4179,Salesforce,Norton Hospitals,KS,Medicaid FFS,3,94,STOPPED,11,5,21,72,16,3,14,10,5,15,20,25,12,10,Green,Green,Green,Green,Red,Red,Yellow,0,1,Complete Validation Failure
181,RO_1180,F_2180,R_3180,P_4180,Salesforce,MercyOne Medical Group,NY,Medicaid FFS,1,63,SPS_LOAD,13,9,23,31,32,16,2,10,5,15,20,25,12,10,Green,Yellow,Yellow,Yellow,Red,Green,Red,0,0,
182,RO_1181,F_2181,R_3181,P_4181,AvailityPDM,MercyOne Medical Group,KS,Commercial PPO/EPO,3,48,ISF_GEN,1,4,23,20,10,0,9,10,5,15,20,25,12,10,Yellow,Green,Green,Yellow,Yellow,Green,Red,0,0,
183,RO_1182,F_2182,R_3182,P_4182,AvailityPDM,Northwestern Memorial,NY,Medicare HMO,2,61,PRE_PROCESSING,6,11,20,67,27,9,13,10,5,15,20,25,12,10,Green,Green,Red,Red,Yellow,Yellow,Red,1,0,
184,RO_1183,F_2183,R_3183,P_4183,AvailityPDM,Norton Hospitals,NY,Medicaid FFS,3,81,PRE_PROCESSING,9,3,16,66,31,18,9,10,5,15,20,25,12,10,Yellow,Red,Green,Red,Red,Red,Green,1,0,
185,RO_1184,F_2184,R_3184,P_4184,Salesforce,Cedars-Sinai Medical Care Foundation,CA,Medicaid FFS,1,26,DART_GEN,8,7,16,68,0,14,14,10,5,15,20,25,12,10,Red,Red,Red,Red,Green,Green,Yellow,0,0,
186,RO_1185,F_2185,R_3185,P_4185,ProviderGroup,Mayo Clinic,KS,Medicaid Managed Care,1,36,DART_REVIEW,11,6,24,16,27,9,10,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Yellow,Yellow,Yellow,0,0,
187,RO_1186,F_2186,R_3186,P_4186,AvailityPDM,Massachusetts General,NY,Commercial PPO/EPO,2,1,ISF_GEN,22,8,10,70,6,18,10,10,5,15,20,25,12,10,Yellow,Green,Red,Yellow,Green,Yellow,Red,0,1,Address Mismatch
188,RO_1187,F_2187,R_3187,P_4187,Demographic,Johns Hopkins Hospital,CA,Medicaid Managed Care,3,8,DART_REVIEW,19,3,27,63,1,11,13,10,5,15,20,25,12,10,Yellow,Green,Red,Yellow,Yellow,Red,Red,1,1,Invalid Taxonomy
189,RO_1188,F_2188,R_3188,P_4188,Demographic,Massachusetts General,KS,Medicaid Managed Care,3,99,DART_REVIEW,24,5,8,77,23,15,6,10,5,15,20,25,12,10,Red,Red,Red,Red,Yellow,Red,Red,0,0,
190,RO_1189,F_2189,R_3189,P_4189,Demographic,Northwestern Memorial,CA,Medicaid Managed Care,2,52,ISF_GEN,9,10,10,10,3,8,4,10,5,15,20,25,12,10,Green,Yellow,Green,Green,Green,Green,Red,1,0,
191,RO_1190,F_2190,R_3190,P_4190,Salesforce,Massachusetts General,KS,Medicaid FFS,3,79,PRE_PROCESSING,17,4,15,64,18,14,4,10,5,15,20,25,12,10,Green,Red,Red,Green,Yellow,Red,Red,0,0,
192,RO_1191,F_2191,R_3191,P_4191,Demographic,Johns Hopkins Hospital,NY,Medicare HMO,3,47,DART_REVIEW,12,13,5,12,25,16,13,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Green,Green,Green,0,1,Missing NPI
193,RO_1192,F_2192,R_3192,P_4192,Salesforce,Mayo Clinic,CA,Commercial PPO/EPO,1,56,DART_GEN,14,4,28,69,10,13,6,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Red,Red,Yellow,0,0,
194,RO_1193,F_2193,R_3193,P_4193,Demographic,Kaiser Permanente,CA,Medicaid FFS,3,86,STOPPED,15,4,27,10,39,17,5,10,5,15,20,25,12,10,Yellow,Green,Yellow,Green,Yellow,Yellow,Green,0,1,Complete Validation Failure
195,RO_1194,F_2194,R_3194,P_4194,ProviderGroup,UCSF Medical Center,NY,Commercial PPO/EPO,3,14,PRE_PROCESSING,16,10,19,47,10,1,6,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Yellow,Yellow,Red,0,1,Address Mismatch
196,RO_1195,F_2195,R_3195,P_4195,Salesforce,Cedars-Sinai Medical Care Foundation,KS,Medicaid FFS,2,90,DART_UI_VALIDATION,22,8,15,38,2,3,7,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Yellow,Green,Green,0,1,Missing NPI
197,RO_1196,F_2196,R_3196,P_4196,Demographic,Cleveland Clinic,NY,Medicare HMO,2,28,RESOLVED,22,6,29,14,11,17,7,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Green,Green,Red,0,1,Duplicate Record
198,RO_1197,F_2197,R_3197,P_4197,AvailityPDM,Johns Hopkins Hospital,CA,Medicare HMO,4,87,MAPPING_APPROVAL,20,3,23,30,2,6,9,10,5,15,20,25,12,10,Green,Green,Yellow,Green,Green,Green,Green,0,0,
199,RO_1198,F_2198,R_3198,P_4198,Salesforce,Cedars-Sinai Medical Care Foundation,NY,Commercial PPO/EPO,1,78,STOPPED,1,10,22,76,26,12,8,10,5,15,20,25,12,10,Yellow,Green,Yellow,Green,Green,Green,Red,0,0,
200,RO_1199,F_2199,R_3199,P_4199,AvailityPDM,Mayo Clinic,CA,Medicaid Managed Care,3,88,DART_GEN,10,5,21,76,1,14,13,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Red,Yellow,Yellow,0,1,Network Gap
201,RO_1200,F_2200,R_3200,P_4200,AvailityPDM,Northwestern Memorial,NY,Medicaid FFS,3,2,STOPPED,8,6,23,44,15,0,6,10,5,15,20,25,12,10,Yellow,Yellow,Green,Green,Green,Yellow,Red,1,0,
202,RO_1201,F_2201,R_3201,P_4201,AvailityPDM,Massachusetts General,KS,Commercial PPO/EPO,4,26,SPS_LOAD,18,5,25,77,1,10,12,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Yellow,Green,Red,0,0,
203,RO_1202,F_2202,R_3202,P_4202,AvailityPDM,UCSF Medical Center,CA,Medicaid Managed Care,3,14,DART_GEN,1,6,18,71,29,9,6,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Yellow,Green,Green,Red,1,0,
204,RO_1203,F_2203,R_3203,P_4203,Demographic,Mayo Clinic,CA,Medicare HMO,1,59,STOPPED,2,8,22,10,19,4,14,10,5,15,20,25,12,10,Red,Red,Yellow,Yellow,Green,Yellow,Yellow,0,0,
205,RO_1204,F_2204,R_3204,P_4204,Demographic,Norton Hospitals,KS,Medicaid FFS,4,56,STOPPED,1,7,23,77,37,15,5,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Yellow,Red,Green,0,1,Complete Validation Failure
206,RO_1205,F_2205,R_3205,P_4205,Salesforce,Kaiser Permanente,NY,Medicare HMO,1,7,PRE_PROCESSING,1,5,19,21,27,10,1,10,5,15,20,25,12,10,Yellow,Green,Red,Green,Green,Yellow,Red,0,0,
